,time,mid_c,Signals,CFD Units,Intrinsic_Value,Portfolio Value,Last Trade Profit
53,2003-04-10 05:00:00,868.1,0.0,0.0,0.0,10000.0,0.0
54,2003-04-10 09:00:00,869.4,0.0,0.0,0.0,10000.0,0.0
55,2003-04-10 13:00:00,868.4,0.0,0.0,0.0,10000.0,0.0
56,2003-04-10 17:00:00,873.1,0.0,0.0,0.0,10000.0,0.0
57,2003-04-11 05:00:00,873.6,0.0,0.0,0.0,10000.0,0.0
58,2003-04-11 09:00:00,880.9,0.0,0.0,0.0,10000.0,0.0
59,2003-04-11 13:00:00,869.9,0.0,0.0,0.0,10000.0,0.0
60,2003-04-11 17:00:00,869.6,0.0,0.0,0.0,10000.0,0.0
61,2003-04-14 05:00:00,871.3,0.0,0.0,0.0,10000.0,0.0
62,2003-04-14 09:00:00,872.6,0.0,0.0,0.0,10000.0,0.0
63,2003-04-14 13:00:00,881.9,0.0,0.0,0.0,10000.0,0.0
64,2003-04-14 17:00:00,886.6,0.0,0.0,0.0,10000.0,0.0
65,2003-04-15 05:00:00,888.6,0.0,0.0,0.0,10000.0,0.0
66,2003-04-15 09:00:00,887.3,0.0,0.0,0.0,10000.0,0.0
67,2003-04-15 13:00:00,890.6,0.0,0.0,0.0,10000.0,0.0
68,2003-04-15 17:00:00,894.6,0.0,0.0,0.0,10000.0,0.0
69,2003-04-16 05:00:00,901.1,1.0,11.097547442015314,10000.0,10000.0,0.0
70,2003-04-16 09:00:00,898.8,1.0,11.097547442015314,9974.475640883364,9974.475640883364,-0.0025524359116636335
71,2003-04-16 13:00:00,887.3,1.0,11.097547442015314,9846.853845300187,9846.853845300187,-0.015314615469981254
72,2003-04-16 17:00:00,880.1,1.0,11.097547442015314,9766.951503717677,9766.951503717677,-0.023304849628232295
73,2003-04-17 05:00:00,882.8,1.0,11.097547442015314,9796.914881811119,9796.914881811119,-0.02030851181888811
74,2003-04-17 09:00:00,881.0,1.0,11.097547442015314,9776.939296415492,9776.939296415492,-0.02230607035845078
75,2003-04-17 13:00:00,889.3,1.0,11.097547442015314,9869.048940184219,9869.048940184219,-0.013095105981578127
76,2003-04-17 17:00:00,893.1,1.0,11.097547442015314,9911.219620463877,9911.219620463877,-0.00887803795361233
77,2003-04-21 05:00:00,894.5,1.0,11.097547442015314,9926.756186882698,9926.756186882698,-0.007324381311730212
78,2003-04-21 09:00:00,893.5,1.0,11.097547442015314,9915.658639440682,9915.658639440682,-0.008434136055931777
79,2003-04-21 13:00:00,891.5,1.0,11.097547442015314,9893.463544556653,9893.463544556653,-0.010653645544334723
80,2003-04-21 17:00:00,894.0,1.0,11.097547442015314,9921.20741316169,9921.20741316169,-0.007879258683830994
81,2003-04-22 05:00:00,891.5,1.0,11.097547442015314,9893.463544556653,9893.463544556653,-0.010653645544334723
82,2003-04-22 09:00:00,889.5,1.0,11.097547442015314,9871.268449672622,9871.268449672622,-0.01287315503273785
83,2003-04-22 13:00:00,904.5,1.0,11.097547442015314,10037.73166130285,10037.73166130285,0.0037731661302850624
84,2003-04-22 17:00:00,911.5,1.0,11.097547442015314,10115.414493396958,10115.414493396958,0.011541449339695828
85,2003-04-23 05:00:00,912.7,1.0,11.097547442015314,10128.731550327377,10128.731550327377,0.012873155032737667
86,2003-04-23 09:00:00,912.0,1.0,11.097547442015314,10120.963267117966,10120.963267117966,0.01209632671179661
87,2003-04-23 13:00:00,919.7,1.0,11.097547442015314,10206.414382421484,10206.414382421484,0.020641438242148435
88,2003-04-23 17:00:00,919.0,1.0,11.097547442015314,10198.646099212074,10198.646099212074,0.019864609921207376
89,2003-04-24 05:00:00,916.0,1.0,11.097547442015314,10165.353456886027,10165.353456886027,0.01653534568860268
90,2003-04-24 09:00:00,913.2,1.0,11.097547442015314,10134.280324048385,10134.280324048385,0.01342803240483845
91,2003-04-24 13:00:00,910.2,1.0,11.097547442015314,10100.98768172234,10100.98768172234,0.01009876817223394
92,2003-04-24 17:00:00,910.7,1.0,11.097547442015314,10106.536455443347,10106.536455443347,0.010653645544334723
93,2003-04-25 05:00:00,908.7,1.0,11.097547442015314,10084.341360559316,10084.341360559316,0.008434136055931594
94,2003-04-25 09:00:00,911.2,1.0,11.097547442015314,10112.085229164355,10112.085229164355,0.011208522916435504
95,2003-04-25 13:00:00,899.9,1.0,11.097547442015314,9986.68294306958,9986.68294306958,-0.001331705693042022
96,2003-04-25 17:00:00,899.2,1.0,11.097547442015314,9978.914659860171,9978.914659860171,-0.0021085340139828986
97,2003-04-28 05:00:00,901.1,1.0,11.097547442015314,10000.0,10000.0,0.0
98,2003-04-28 09:00:00,902.6,1.0,11.097547442015314,10016.646321163022,10016.646321163022,0.001664632116302164
99,2003-04-28 13:00:00,914.1,1.0,11.097547442015314,10144.268116746198,10144.268116746198,0.014426811674619785
100,2003-04-28 17:00:00,914.6,1.0,11.097547442015314,10149.816890467206,10149.816890467206,0.014981689046720566
101,2003-04-29 05:00:00,917.4,1.0,11.097547442015314,10180.890023304848,10180.890023304848,0.0180890023304848
102,2003-04-29 09:00:00,917.6,1.0,11.097547442015314,10183.109532793253,10183.109532793253,0.01831095327932526
103,2003-04-29 13:00:00,914.9,1.0,11.097547442015314,10153.14615469981,10153.14615469981,0.015314615469981072
104,2003-04-29 17:00:00,917.9,1.0,11.097547442015314,10186.438797025856,10186.438797025856,0.018643879702585582
105,2003-04-30 05:00:00,916.6,1.0,11.097547442015314,10172.011985351237,10172.011985351237,0.017201198535123693
106,2003-04-30 09:00:00,915.1,1.0,11.097547442015314,10155.365664188213,10155.365664188213,0.015536566418821349
107,2003-04-30 13:00:00,917.4,1.0,11.097547442015314,10180.890023304848,10180.890023304848,0.0180890023304848
108,2003-04-30 17:00:00,916.9,1.0,11.097547442015314,10175.34124958384,10175.34124958384,0.01753412495838402
109,2003-05-01 05:00:00,914.4,1.0,11.097547442015314,10147.597380978803,10147.597380978803,0.01475973809788029
110,2003-05-01 09:00:00,913.9,1.0,11.097547442015314,10142.048607257795,10142.048607257795,0.014204860725779509
111,2003-05-01 13:00:00,905.8,1.0,11.097547442015314,10052.158472977471,10052.158472977471,0.005215847297747132
112,2003-05-02 05:00:00,916.8,1.0,11.097547442015314,10174.23149483964,10174.23149483964,0.017423149483963972
113,2003-05-02 09:00:00,915.3,1.0,11.097547442015314,10157.585173676616,10157.585173676616,0.015758517367661627
114,2003-05-02 13:00:00,926.1,1.0,11.097547442015314,10277.438686050382,10277.438686050382,0.027743868605038188
115,2003-05-02 17:00:00,928.3,1.0,11.097547442015314,10301.853290422816,10301.853290422816,0.030185329042281592
116,2003-05-05 05:00:00,932.5,1.0,11.097547442015314,10348.46298967928,10348.46298967928,0.034846298967927944
117,2003-05-05 09:00:00,932.8,1.0,11.097547442015314,10351.792253911884,10351.792253911884,0.035179225391188444
118,2003-05-05 13:00:00,929.8,1.0,11.097547442015314,10318.499611585838,10318.499611585838,0.03184996115858375
119,2003-05-05 17:00:00,927.3,1.0,11.097547442015314,10290.7557429808,10290.7557429808,0.02907557429808003
120,2003-05-06 05:00:00,928.3,1.0,11.097547442015314,10301.853290422816,10301.853290422816,0.030185329042281592
121,2003-05-06 09:00:00,927.5,1.0,11.097547442015314,10292.975252469203,10292.975252469203,0.029297525246920305
122,2003-05-06 13:00:00,936.5,1.0,11.097547442015314,10392.853179447342,10392.853179447342,0.039285317944734194
123,2003-05-06 17:00:00,935.0,1.0,11.097547442015314,10376.206858284319,10376.206858284319,0.03762068582843185
124,2003-05-07 05:00:00,932.5,1.0,11.097547442015314,10348.46298967928,10348.46298967928,0.034846298967927944
125,2003-05-07 09:00:00,932.3,1.0,11.097547442015314,10346.243480190877,10346.243480190877,0.03462434801908767
126,2003-05-07 13:00:00,934.3,1.0,11.097547442015314,10368.438575074908,10368.438575074908,0.03684385750749079
127,2003-05-07 17:00:00,930.3,1.0,11.097547442015314,10324.048385306845,10324.048385306845,0.032404838530684536
128,2003-05-08 05:00:00,927.0,1.0,11.097547442015314,10287.426478748195,10287.426478748195,0.028742647874819522
129,2003-05-08 09:00:00,923.5,1.0,11.097547442015314,10248.585062701142,10248.585062701142,0.024858506270114232
130,2003-05-08 13:00:00,921.7,1.0,11.097547442015314,10228.609477305516,10228.609477305516,0.02286094773055156
131,2003-05-08 17:00:00,921.5,1.0,11.097547442015314,10226.389967817111,10226.389967817111,0.022638996781711104
132,2003-05-09 05:00:00,921.0,1.0,11.097547442015314,10220.841194096103,10220.841194096103,0.02208411940961032
133,2003-05-09 09:00:00,924.2,1.0,11.097547442015314,10256.353345910553,10256.353345910553,0.025635334591055287
134,2003-05-09 13:00:00,932.7,1.0,11.097547442015314,10350.682499167684,10350.682499167684,0.0350682499167684
135,2003-05-09 17:00:00,933.2,1.0,11.097547442015314,10356.231272888692,10356.231272888692,0.03562312728886918
136,2003-05-12 05:00:00,932.4,1.0,11.097547442015314,10347.353234935079,10347.353234935079,0.03473532349350789
137,2003-05-12 09:00:00,931.4,1.0,11.097547442015314,10336.255687493063,10336.255687493063,0.033625568749306334
138,2003-05-12 13:00:00,944.4,1.0,11.097547442015314,10480.523804239261,10480.523804239261,0.048052380423926115
139,2003-05-12 17:00:00,944.9,1.0,11.097547442015314,10486.072577960269,10486.072577960269,0.0486072577960269
140,2003-05-13 05:00:00,941.2,1.0,11.097547442015314,10445.011652424813,10445.011652424813,0.04450116524248133
141,2003-05-13 09:00:00,940.9,1.0,11.097547442015314,10441.682388192208,10441.682388192208,0.04416823881922082
142,2003-05-13 13:00:00,946.7,1.0,11.097547442015314,10506.048163355897,10506.048163355897,0.05060481633558975
143,2003-05-13 17:00:00,943.9,1.0,11.097547442015314,10474.975030518255,10474.975030518255,0.04749750305182551
144,2003-05-14 05:00:00,943.6,1.0,11.097547442015314,10471.64576628565,10471.64576628565,0.04716457662856501
145,2003-05-14 09:00:00,946.9,1.0,11.097547442015314,10508.2676728443,10508.2676728443,0.05082676728443002
146,2003-05-14 13:00:00,939.1,1.0,11.097547442015314,10421.706802796582,10421.706802796582,0.04217068027965815
147,2003-05-14 17:00:00,941.4,1.0,11.097547442015314,10447.231161913216,10447.231161913216,0.044723116191321605
148,2003-05-15 05:00:00,938.9,1.0,11.097547442015314,10419.487293308177,10419.487293308177,0.0419487293308177
149,2003-05-15 09:00:00,944.9,1.0,11.097547442015314,10486.072577960269,10486.072577960269,0.0486072577960269
150,2003-05-15 13:00:00,942.6,1.0,11.097547442015314,10460.548218843634,10460.548218843634,0.046054821884363446
151,2003-05-15 17:00:00,947.1,1.0,11.097547442015314,10510.487182332703,10510.487182332703,0.0510487182332703
152,2003-05-16 05:00:00,947.4,1.0,11.097547442015314,10513.816446565308,10513.816446565308,0.051381644656530806
153,2003-05-16 09:00:00,943.6,1.0,11.097547442015314,10471.64576628565,10471.64576628565,0.04716457662856501
154,2003-05-16 13:00:00,944.9,1.0,11.097547442015314,10486.072577960269,10486.072577960269,0.0486072577960269
155,2003-05-16 17:00:00,944.4,1.0,11.097547442015314,10480.523804239261,10480.523804239261,0.048052380423926115
156,2003-05-19 05:00:00,936.3,1.0,11.097547442015314,10390.633669958937,10390.633669958937,0.03906336699589374
157,2003-05-19 09:00:00,938.6,1.0,11.097547442015314,10416.158029075574,10416.158029075574,0.04161580290755737
158,2003-05-19 13:00:00,924.0,1.0,11.097547442015314,10254.13383642215,10254.13383642215,0.02541338364221501
159,2003-05-19 17:00:00,922.3,1.0,11.097547442015314,10235.268005770724,10235.268005770724,0.02352680057707239
160,2003-05-20 05:00:00,922.8,1.0,11.097547442015314,10240.816779491732,10240.816779491732,0.024081677949173173
161,2003-05-20 09:00:00,924.5,1.0,11.097547442015314,10259.682610143158,10259.682610143158,0.025968261014315795
162,2003-05-20 13:00:00,923.5,1.0,11.097547442015314,10248.585062701142,10248.585062701142,0.024858506270114232
163,2003-05-20 17:00:00,920.0,0.0,0.0,0.0,10248.585062701142,0.0
164,2003-05-21 05:00:00,918.3,0.0,0.0,0.0,10248.585062701142,0.0
165,2003-05-21 09:00:00,916.5,0.0,0.0,0.0,10248.585062701142,0.0
166,2003-05-21 13:00:00,923.3,0.0,0.0,0.0,10248.585062701142,0.0
167,2003-05-21 17:00:00,922.5,0.0,0.0,0.0,10248.585062701142,0.0
168,2003-05-22 05:00:00,925.3,0.0,0.0,0.0,10248.585062701142,0.0
169,2003-05-22 09:00:00,925.3,0.0,0.0,0.0,10248.585062701142,0.0
170,2003-05-22 13:00:00,931.3,0.0,0.0,0.0,10248.585062701142,0.0
171,2003-05-22 17:00:00,931.3,0.0,0.0,0.0,10248.585062701142,0.0
172,2003-05-23 05:00:00,931.5,0.0,0.0,0.0,10248.585062701142,0.0
173,2003-05-23 09:00:00,930.5,0.0,0.0,0.0,10248.585062701142,0.0
174,2003-05-23 13:00:00,934.0,0.0,0.0,0.0,10248.585062701142,0.0
175,2003-05-23 17:00:00,933.0,0.0,0.0,0.0,10248.585062701142,0.0
176,2003-05-26 05:00:00,934.4,0.0,0.0,0.0,10248.585062701142,0.0
177,2003-05-26 09:00:00,934.7,0.0,0.0,0.0,10248.585062701142,0.0
178,2003-05-26 13:00:00,935.4,0.0,0.0,0.0,10248.585062701142,0.0
179,2003-05-27 05:00:00,928.7,0.0,0.0,0.0,10248.585062701142,0.0
180,2003-05-27 09:00:00,927.7,0.0,0.0,0.0,10248.585062701142,0.0
181,2003-05-27 13:00:00,945.4,0.0,0.0,0.0,10248.585062701142,0.0
182,2003-05-27 17:00:00,949.7,0.0,0.0,0.0,10248.585062701142,0.0
183,2003-05-28 05:00:00,954.9,1.0,10.732626518694254,10248.585062701142,10248.585062701142,0.0
184,2003-05-28 09:00:00,953.9,1.0,10.732626518694254,10237.852436182447,10237.852436182447,-0.0010472300764478503
185,2003-05-28 13:00:00,954.7,1.0,10.732626518694254,10246.438537397404,10246.438537397404,-0.00020944601528953457
186,2003-05-28 17:00:00,952.1,1.0,10.732626518694254,10218.533708448798,10218.533708448798,-0.002932244214053839
187,2003-05-29 05:00:00,954.9,1.0,10.732626518694254,10248.585062701142,10248.585062701142,0.0
188,2003-05-29 09:00:00,955.4,1.0,10.732626518694254,10253.951375960489,10253.951375960489,0.0005236150382238365
189,2003-05-29 13:00:00,955.6,1.0,10.732626518694254,10256.09790126423,10256.09790126423,0.0007330610535135485
190,2003-05-29 17:00:00,949.4,1.0,10.732626518694254,10189.555616848324,10189.555616848324,-0.005759765420462911
191,2003-05-30 05:00:00,953.4,1.0,10.732626518694254,10232.486122923101,10232.486122923101,-0.0015708451146716868
192,2003-05-30 09:00:00,953.4,1.0,10.732626518694254,10232.486122923101,10232.486122923101,-0.0015708451146716868
193,2003-05-30 13:00:00,962.4,1.0,10.732626518694254,10329.079761591349,10329.079761591349,0.007854225573358435
194,2003-05-30 17:00:00,965.4,1.0,10.732626518694254,10361.277641147431,10361.277641147431,0.010995915802701808
195,2003-06-02 05:00:00,968.6,1.0,10.732626518694254,10395.622046007255,10395.622046007255,0.014347052047334894
196,2003-06-02 09:00:00,971.3,1.0,10.732626518694254,10424.600137607727,10424.600137607727,0.01717457325374379
197,2003-06-02 13:00:00,976.1,1.0,10.732626518694254,10476.116744897461,10476.116744897461,0.02220127762069333
198,2003-06-02 17:00:00,968.8,1.0,10.732626518694254,10397.768571310993,10397.768571310993,0.014556498062624428
199,2003-06-03 05:00:00,965.6,1.0,10.732626518694254,10363.424166451172,10363.424166451172,0.01120536181799152
200,2003-06-03 09:00:00,967.8,1.0,10.732626518694254,10387.035944792298,10387.035944792298,0.013509267986176578
201,2003-06-03 13:00:00,968.3,1.0,10.732626518694254,10392.402258051645,10392.402258051645,0.014032883024400415
202,2003-06-03 17:00:00,972.5,1.0,10.732626518694254,10437.47928943016,10437.47928943016,0.01843124934548117
203,2003-06-04 05:00:00,973.0,1.0,10.732626518694254,10442.84560268951,10442.84560268951,0.018954864383705188
204,2003-06-04 09:00:00,972.0,1.0,10.732626518694254,10432.112976170814,10432.112976170814,0.017907634307257336
205,2003-06-04 13:00:00,980.8,1.0,10.732626518694254,10526.560089535324,10526.560089535324,0.027123258979997924
206,2003-06-04 17:00:00,986.8,1.0,10.732626518694254,10590.955848647489,10590.955848647489,0.033406639438684674
207,2003-06-05 05:00:00,982.8,1.0,10.732626518694254,10548.025342572711,10548.025342572711,0.029217719132893446
208,2003-06-05 09:00:00,980.8,1.0,10.732626518694254,10526.560089535324,10526.560089535324,0.027123258979997924
209,2003-06-05 13:00:00,987.8,1.0,10.732626518694254,10601.688475166184,10601.688475166184,0.03445386951513252
210,2003-06-05 17:00:00,991.5,1.0,10.732626518694254,10641.399193285353,10641.399193285353,0.038328620797989446
211,2003-06-06 05:00:00,993.8,1.0,10.732626518694254,10666.084234278349,10666.084234278349,0.04073724997381927
212,2003-06-06 09:00:00,999.3,1.0,10.732626518694254,10725.113680131168,10725.113680131168,0.04649701539428218
213,2003-06-06 13:00:00,991.5,1.0,10.732626518694254,10641.399193285353,10641.399193285353,0.038328620797989446
214,2003-06-06 17:00:00,988.0,1.0,10.732626518694254,10603.835000469922,10603.835000469922,0.034663315530422054
215,2003-06-09 05:00:00,990.0,1.0,10.732626518694254,10625.30025350731,10625.30025350731,0.036757775683317576
216,2003-06-09 09:00:00,981.7,1.0,10.732626518694254,10536.21945340215,10536.21945340215,0.028065766048801007
217,2003-06-09 13:00:00,977.7,1.0,10.732626518694254,10493.288947327372,10493.288947327372,0.023876845743009783
218,2003-06-09 17:00:00,977.7,1.0,10.732626518694254,10493.288947327372,10493.288947327372,0.023876845743009783
219,2003-06-10 05:00:00,979.9,1.0,10.732626518694254,10516.900725668498,10516.900725668498,0.02618075191119484
220,2003-06-10 09:00:00,980.9,1.0,10.732626518694254,10527.633352187193,10527.633352187193,0.02722798198764269
221,2003-06-10 13:00:00,981.9,1.0,10.732626518694254,10538.365978705888,10538.365978705888,0.02827521206409054
222,2003-06-10 17:00:00,987.2,1.0,10.732626518694254,10595.248899254968,10595.248899254968,0.03382553146926392
223,2003-06-11 05:00:00,987.9,1.0,10.732626518694254,10602.761737818053,10602.761737818053,0.034558592522777286
224,2003-06-11 09:00:00,986.7,1.0,10.732626518694254,10589.88258599562,10589.88258599562,0.033301916431039906
225,2003-06-11 13:00:00,989.4,1.0,10.732626518694254,10618.860677596094,10618.860677596094,0.036129437637448976
226,2003-06-11 17:00:00,997.4,1.0,10.732626518694254,10704.721689745647,10704.721689745647,0.044507278249031244
227,2003-06-12 05:00:00,1002.9,1.0,10.732626518694254,10763.751135598466,10763.751135598466,0.05026704366949416
228,2003-06-12 09:00:00,1003.4,1.0,10.732626518694254,10769.117448857814,10769.117448857814,0.05079065870771817
229,2003-06-12 13:00:00,998.9,1.0,10.732626518694254,10720.82062952369,10720.82062952369,0.04607812336370311
230,2003-06-12 17:00:00,1000.4,1.0,10.732626518694254,10736.919569301732,10736.919569301732,0.0476489684783748
231,2003-06-13 05:00:00,998.9,1.0,10.732626518694254,10720.82062952369,10720.82062952369,0.04607812336370311
232,2003-06-13 09:00:00,1001.4,1.0,10.732626518694254,10747.652195820425,10747.652195820425,0.04869619855482247
233,2003-06-13 13:00:00,988.1,1.0,10.732626518694254,10604.908263121792,10604.908263121792,0.03476803853806682
234,2003-06-13 17:00:00,989.9,1.0,10.732626518694254,10624.22699085544,10624.22699085544,0.036653052675672815
235,2003-06-16 05:00:00,987.1,1.0,10.732626518694254,10594.175636603099,10594.175636603099,0.03372080846161915
236,2003-06-16 09:00:00,993.6,1.0,10.732626518694254,10663.93770897461,10663.93770897461,0.040527803958529736
237,2003-06-16 13:00:00,1003.8,1.0,10.732626518694254,10773.410499465292,10773.410499465292,0.05120955073829724
238,2003-06-16 17:00:00,1010.8,1.0,10.732626518694254,10848.538885096152,10848.538885096152,0.05854016127343184
239,2003-06-17 05:00:00,1011.3,1.0,10.732626518694254,10853.905198355498,10853.905198355498,0.05906377631165567
240,2003-06-17 09:00:00,1016.1,1.0,10.732626518694254,10905.421805645232,10905.421805645232,0.06409048067860522
241,2003-06-17 13:00:00,1012.8,1.0,10.732626518694254,10870.00413813354,10870.00413813354,0.06063462142632736
242,2003-06-17 17:00:00,1011.0,1.0,10.732626518694254,10850.68541039989,10850.68541039989,0.058749607288721375
243,2003-06-18 05:00:00,1010.5,1.0,10.732626518694254,10845.319097140544,10845.319097140544,0.05822599225049754
244,2003-06-18 09:00:00,1008.0,1.0,10.732626518694254,10818.487530843808,10818.487530843808,0.055607917059377995
245,2003-06-18 13:00:00,1011.8,1.0,10.732626518694254,10859.271511614845,10859.271511614845,0.05958739134987951
246,2003-06-18 17:00:00,1009.3,1.0,10.732626518694254,10832.43994531811,10832.43994531811,0.05696931615876015
247,2003-06-19 05:00:00,1010.5,1.0,10.732626518694254,10845.319097140544,10845.319097140544,0.05822599225049754
248,2003-06-19 09:00:00,1011.8,1.0,10.732626518694254,10859.271511614845,10859.271511614845,0.05958739134987951
249,2003-06-19 13:00:00,1000.3,1.0,10.732626518694254,10735.84630664986,10735.84630664986,0.04754424547072985
250,2003-06-19 17:00:00,995.3,1.0,10.732626518694254,10682.18317405639,10682.18317405639,0.042308095088490955
251,2003-06-20 05:00:00,996.5,1.0,10.732626518694254,10695.062325878824,10695.062325878824,0.04356477118022834
252,2003-06-20 09:00:00,1001.3,1.0,10.732626518694254,10746.578933168556,10746.578933168556,0.0485914755471777
253,2003-06-20 13:00:00,1000.5,1.0,10.732626518694254,10737.992831953601,10737.992831953601,0.047753691486019566
254,2003-06-20 17:00:00,993.0,1.0,10.732626518694254,10657.498133063395,10657.498133063395,0.03989946591266113
255,2003-06-23 05:00:00,992.4,1.0,10.732626518694254,10651.058557152177,10651.058557152177,0.03927112786679235
256,2003-06-23 09:00:00,992.2,1.0,10.732626518694254,10648.912031848438,10648.912031848438,0.039061681851502814
257,2003-06-23 13:00:00,979.9,1.0,10.732626518694254,10516.900725668498,10516.900725668498,0.02618075191119484
258,2003-06-23 17:00:00,982.9,1.0,10.732626518694254,10549.09860522458,10549.09860522458,0.029322442140538214
259,2003-06-24 05:00:00,981.9,0.0,0.0,0.0,10549.09860522458,0.0
260,2003-06-24 09:00:00,982.6,0.0,0.0,0.0,10549.09860522458,0.0
261,2003-06-24 13:00:00,984.6,0.0,0.0,0.0,10549.09860522458,0.0
262,2003-06-24 17:00:00,982.9,0.0,0.0,0.0,10549.09860522458,0.0
263,2003-06-25 05:00:00,984.6,0.0,0.0,0.0,10549.09860522458,0.0
264,2003-06-25 09:00:00,983.4,0.0,0.0,0.0,10549.09860522458,0.0
265,2003-06-25 13:00:00,990.6,0.0,0.0,0.0,10549.09860522458,0.0
266,2003-06-25 17:00:00,972.4,0.0,0.0,0.0,10549.09860522458,0.0
267,2003-06-26 05:00:00,977.4,0.0,0.0,0.0,10549.09860522458,0.0
268,2003-06-26 09:00:00,974.6,0.0,0.0,0.0,10549.09860522458,0.0
269,2003-06-26 13:00:00,981.9,0.0,0.0,0.0,10549.09860522458,0.0
270,2003-06-26 17:00:00,984.9,0.0,0.0,0.0,10549.09860522458,0.0
271,2003-06-27 05:00:00,984.8,0.0,0.0,0.0,10549.09860522458,0.0
272,2003-06-27 09:00:00,986.1,0.0,0.0,0.0,10549.09860522458,0.0
273,2003-06-27 13:00:00,985.6,0.0,0.0,0.0,10549.09860522458,0.0
274,2003-06-27 17:00:00,974.6,0.0,0.0,0.0,10549.09860522458,0.0
275,2003-06-30 05:00:00,979.0,0.0,0.0,0.0,10549.09860522458,0.0
