simulation_date,intial_date,final_date, initial_index, final_index, index_return, initial_porfolio, final_porfolio, portfolio_return,long_trades,good_long_trades,long_trades_profit,long_stop_loss,short_trades,good_short_trades,short_trades_profit,m_short_stop_loss, small_ma, medium_ma, large_ma, min_slope, sm_mode_up, small_ma, medium_ma, large_ma, min_slope, sm_mode_dn, slope_points, stop_loss
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,973.65,-2.64%,277,118,-26.35,2,0,0,0,0,8,23,15,0.0387,3,2,4,50,0.0345,0,378,0.0294
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,973.49,-2.65%,216,100,168.31,6,68,16,-194.82,0,14,26,33,0.0353,5,15,17,78,0.025,2,400,0.0627
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,971.95,-2.80%,138,58,36.19,0,68,36,-64.24,1,28,24,49,0.0231,2,28,12,20,0.0044,6,4,0.0854
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,971.77,-2.82%,230,76,-46.05,116,73,15,17.82,60,18,4,24,0.021,3,29,34,76,0.0202,2,167,0.0039
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,971.15,-2.88%,212,103,431.01,0,112,40,-459.86,0,26,7,48,0.0539,6,13,35,24,0.0027,6,485,0.0986
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,970.77,-2.92%,305,201,348.37,9,55,12,-377.6,1,30,11,18,0.0763,4,23,38,65,0.0175,4,431,0.0659
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,970.38,-2.96%,339,223,473.67,34,79,17,-503.3,16,26,27,18,0.0571,5,13,3,55,0.029,4,259,0.0283
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,970.43,-2.96%,399,273,661.34,27,120,45,-690.91,30,25,10,19,0.0882,4,30,34,21,0.0453,3,194,0.0294
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,969.45,-3.06%,155,72,128.24,0,62,16,-158.79,0,30,2,47,0.0185,2,14,5,67,0.0003,4,356,0.062
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,969.31,-3.07%,245,105,194.92,0,50,14,-225.61,6,8,26,32,0.0485,3,18,19,80,0.0285,4,420,0.0435
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,968.76,-3.12%,326,133,117.87,0,150,55,-149.11,1,9,39,28,0.0491,4,18,19,28,0.0055,1,232,0.0833
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,967.97,-3.20%,239,89,80.69,0,123,33,-112.72,0,8,13,42,0.0666,4,4,12,58,0.0263,4,128,0.0873
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,967.36,-3.26%,236,114,342.55,23,68,16,-375.19,44,30,17,43,0.0842,6,21,49,45,0.0199,5,265,0.0166
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,967.1,-3.29%,364,137,-138.32,0,676,262,105.41,4,5,15,22,0.0446,3,4,40,6,0.0321,4,331,0.0528
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,966.87,-3.31%,442,262,339.14,62,257,137,-372.26,104,20,12,17,0.0662,2,23,4,5,0.036,6,102,0.015
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,966.8,-3.32%,187,79,-33.2,60,0,0,0,0,25,33,45,0.0185,5,21,21,21,0.0337,6,191,0.0132
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,966.78,-3.32%,1391,575,182.1,0,184,92,-215.32,2,3,29,6,0.0818,4,27,22,26,0.0193,7,342,0.0873
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,966.5,-3.35%,254,120,262.56,3,63,17,-296.06,0,8,20,35,0.0298,5,20,35,55,0.0303,4,391,0.0783
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,965.7,-3.43%,543,354,317.18,15,199,115,-351.48,16,22,39,17,0.0001,4,20,15,9,0.0123,4,361,0.0506
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,965.29,-3.47%,223,126,201.86,0,74,23,-236.57,0,27,38,25,0.0608,2,15,34,60,0.0039,3,341,0.0769
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,964.55,-3.55%,317,155,53.87,0,305,100,-89.32,2,22,20,24,0.0768,2,5,3,13,0.0053,2,53,0.0471
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,963.41,-3.66%,430,189,472.77,0,104,34,-509.36,2,13,12,23,0.0064,4,3,48,21,0.0104,5,426,0.0901
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,962.66,-3.73%,192,114,255.95,5,39,5,-293.29,1,28,37,24,0.0089,3,12,44,53,0.0375,4,60,0.0502
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,962.26,-3.77%,366,247,333.3,15,74,26,-371.03,8,25,12,17,0.0046,6,30,34,49,0.0481,2,413,0.0522
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,961.36,-3.86%,381,186,178.92,283,83,30,-217.56,80,22,30,13,0.0942,4,20,16,52,0.016,3,410,0.0002
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,960.76,-3.92%,222,100,437.28,0,62,16,-476.52,0,2,18,47,0.0807,5,25,41,67,0.0178,1,126,0.0835
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,960.7,-3.93%,767,409,476.26,0,97,32,-515.56,4,27,11,28,0.0088,4,8,24,80,0.0318,6,311,0.076
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,960.07,-3.99%,157,47,-39.93,117,0,0,0,0,24,24,43,0.0125,4,2,35,48,0.0069,0,97,0.0023
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,957.88,-4.21%,139,78,80.8,15,98,33,-122.93,5,23,15,35,0.0578,1,28,47,38,0.044,4,164,0.0487
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,957.4,-4.26%,243,90,54.95,3,59,22,-97.55,5,8,33,39,0.026,6,10,31,31,0.0189,1,184,0.0475
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,957.08,-4.29%,401,194,212.62,0,75,30,-255.54,16,24,15,28,0.0731,4,19,4,36,0.0392,5,208,0.0454
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,956.99,-4.30%,191,88,328.08,77,134,44,-371.1,77,20,28,40,0.0919,2,27,31,23,0.0022,1,486,0.0087
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,956.95,-4.30%,165,116,423.49,7,57,13,-466.53,1,30,38,7,0.0335,1,25,42,43,0.0428,7,49,0.0841
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,956.85,-4.32%,198,101,360.63,4,138,50,-403.78,1,9,27,43,0.0862,5,16,19,18,0.0144,2,481,0.0505
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,956.8,-4.32%,183,67,130.72,0,169,68,-173.92,6,9,3,50,0.0809,2,29,32,17,0.0241,7,273,0.052
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,956.03,-4.40%,215,66,83.28,152,50,10,-127.25,41,29,16,36,0.0924,5,28,23,65,0.0238,5,168,0.0049
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,955.81,-4.42%,205,117,369.53,2,43,12,-413.72,1,23,16,27,0.0664,5,12,47,41,0.0446,1,284,0.0976
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,954.45,-4.56%,240,118,367.58,20,104,27,-413.14,27,19,25,28,0.0221,1,15,25,37,0.001,3,376,0.0225
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,954.28,-4.57%,254,78,73.95,0,78,36,-119.67,1,4,19,49,0.0145,3,18,44,19,0.0299,6,179,0.0554
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,954.23,-4.58%,351,154,324.2,5,71,23,-369.96,25,7,19,26,0.0836,6,20,38,39,0.0454,5,333,0.0317
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,953.9,-4.61%,160,63,327.03,56,403,195,-373.13,143,10,31,50,0.0995,3,10,8,40,0.0477,7,294,0.0085
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,953.62,-4.64%,142,60,302.83,1,201,61,-349.21,0,10,14,44,0.0224,1,15,13,29,0.0034,4,20,0.062
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,953.12,-4.69%,218,79,127.83,138,70,18,-174.7,49,26,18,14,0.0801,5,19,38,42,0.0224,3,494,0.0062
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,952.84,-4.72%,226,87,125.55,80,66,11,-172.71,42,11,13,45,0.0596,2,18,45,57,0.0064,2,395,0.0101
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,951.6,-4.84%,252,103,152.86,17,96,24,-201.26,26,18,34,30,0.0354,7,20,38,80,0.0429,7,280,0.0226
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,951.09,-4.89%,234,115,109.06,0,78,22,-157.97,3,28,29,38,0.0769,1,20,47,33,0.0231,7,265,0.0653
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,950.99,-4.90%,230,116,460.24,9,66,17,-509.26,10,19,20,43,0.0973,6,27,41,56,0.0322,6,420,0.0491
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,950.73,-4.93%,199,76,-39.29,0,153,53,-9.98,0,11,18,46,0.0823,2,2,43,6,0.0282,6,208,0.0436
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,949.72,-5.03%,770,404,149.96,19,168,58,-200.23,22,27,9,28,0.0179,4,19,4,26,0.0098,4,145,0.022
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,948.22,-5.18%,302,185,164.58,39,91,29,-216.36,9,30,19,23,0.0443,5,16,39,69,0.0316,7,199,0.0311
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,947.66,-5.23%,163,66,-52.34,1,0,0,0,0,17,33,43,0.0947,3,8,8,27,0.044,2,382,0.0493
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,947.12,-5.29%,192,98,359,9,214,54,-411.88,2,18,37,45,0.0079,5,4,19,4,0.0467,7,387,0.0412
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,946.95,-5.30%,159,66,246.39,25,46,8,-299.44,15,21,18,42,0.0942,3,12,5,66,0.032,4,106,0.0189
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,946.69,-5.33%,365,156,180.85,0,65,17,-234.17,0,16,25,44,0.0357,7,11,42,61,0.0164,3,255,0.0779
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,945.53,-5.45%,314,196,219.39,90,64,13,-273.86,55,10,30,6,0.0321,2,28,41,34,0.0342,1,324,0.0051
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,945.34,-5.47%,328,224,51.25,28,95,56,-105.91,10,29,22,3,0.0045,6,27,11,5,0.0297,2,436,0.0379
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,945.25,-5.48%,174,85,405.57,3,39,6,-460.33,1,4,22,48,0.083,1,28,10,77,0.0349,2,490,0.0519
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,945.11,-5.49%,202,139,404.47,1,198,43,-459.36,0,30,36,12,0.0924,3,3,36,5,0.0053,7,358,0.0954
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,944.97,-5.50%,379,151,18.7,164,58,13,-73.74,46,19,25,43,0.0186,7,28,44,76,0.0213,3,227,0.0053
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,944.65,-5.54%,179,70,67.04,0,231,115,-122.39,2,12,6,48,0.0105,2,18,15,8,0.0418,7,248,0.0834
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,944.63,-5.54%,304,112,-55.37,0,0,0,0,0,6,40,41,0.0842,7,19,6,27,0.0339,0,373,0.0595
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,944.4,-5.56%,1074,506,297.31,0,70,19,-352.92,8,9,11,17,0.0349,7,3,38,75,0.0118,5,403,0.0684
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,943.57,-5.64%,151,70,206.41,31,26,6,-262.85,15,23,7,46,0.0378,3,17,10,40,0.0033,5,44,0.0197
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,943.35,-5.66%,253,107,121.53,0,135,45,-178.18,2,10,38,5,0.0295,7,17,29,52,0.0022,7,200,0.0667
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,942.74,-5.73%,402,245,427.22,30,52,12,-484.48,23,19,25,9,0.0312,6,20,13,65,0.0148,5,435,0.0343
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,942.54,-5.75%,468,172,31.75,0,110,36,-89.22,1,4,19,24,0.0373,4,5,14,45,0.0368,5,113,0.0682
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,942.4,-5.76%,231,89,136.31,21,104,22,-193.91,12,13,40,18,0.0135,7,4,30,47,0.0275,2,195,0.0195
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,941.46,-5.85%,482,307,228.03,7,107,19,-286.57,0,22,39,13,0.0027,4,3,49,37,0.0496,7,33,0.0907
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,940.86,-5.91%,554,362,-59.14,50,0,0,0,0,13,6,8,0.0536,3,16,33,23,0.0407,0,398,0.0221
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,940.83,-5.92%,1345,652,257.22,5,85,23,-316.39,1,10,11,17,0.0648,7,5,45,13,0.039,3,474,0.0274
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,940.53,-5.95%,155,70,293.15,0,111,36,-352.61,3,20,2,47,0.0256,2,23,22,27,0.0289,3,332,0.0528
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,940.22,-5.98%,170,79,160.72,0,146,32,-220.5,1,16,32,43,0.068,3,4,40,60,0.0494,7,217,0.0665
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,939.5,-6.05%,199,108,5.68,0,65,26,-66.18,21,15,40,17,0.0368,6,25,17,48,0.0102,5,139,0.0368
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,939.53,-6.05%,226,79,126.67,95,56,13,-187.14,42,14,33,39,0.0346,6,19,41,71,0.0126,1,260,0.0079
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,939.13,-6.09%,174,86,-60.87,0,0,0,0,0,28,33,33,0.0742,2,28,22,27,0.0355,0,119,0.066
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,938.89,-6.11%,230,64,38.73,184,64,15,-99.84,57,7,22,50,0.0121,1,15,48,58,0.02,5,212,0.0015
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,938.74,-6.13%,140,68,362.01,1,72,23,-423.28,5,14,31,45,0.0812,5,14,26,57,0.0192,1,253,0.0583
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,937.14,-6.29%,206,99,248.91,17,108,25,-311.77,10,6,19,46,0.0299,1,6,12,47,0.0323,4,270,0.0288
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,936.01,-6.40%,348,263,-63.99,8,0,0,0,0,18,5,2,0.0645,3,26,48,55,0.0424,0,372,0.0641
31/07/2021 13:55,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,935.86,-6.41%,114,47,39.31,0,51,17,-103.45,2,22,38,38,0.0978,2,19,35,75,0.0104,4,303,0.0499
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,935.67,-6.43%,313,98,-8.58,170,102,29,-55.75,76,5,35,42,0.0843,6,12,48,71,0.0044,7,309,0.0029
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,934.29,-6.57%,176,79,438.19,47,159,37,-503.9,56,13,35,48,0.0605,2,5,22,42,0.0307,6,459,0.0131
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,934.02,-6.60%,300,176,448.07,8,58,16,-514.05,7,19,30,3,0.0272,5,16,11,57,0.0176,5,429,0.0675
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,933.47,-6.65%,487,294,306.87,136,72,11,-373.4,51,19,11,17,0.0027,7,29,39,59,0.0398,3,200,0.0091
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,933.42,-6.66%,185,125,57.78,34,87,26,-124.36,12,24,40,11,0.0497,3,23,36,53,0.01,3,40,0.0219
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,933.17,-6.68%,142,56,-66.83,26,0,0,0,0,22,38,47,0.095,7,20,21,20,0.0087,5,71,0.0152
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,933.11,-6.69%,465,240,196.64,239,95,21,-263.53,80,26,5,4,0.0526,6,11,18,48,0.0144,5,434,0.0029
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,933.15,-6.69%,258,176,305.49,15,50,12,-372.34,7,26,35,14,0.0171,3,14,28,72,0.0454,4,362,0.0411
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,932.87,-6.71%,414,224,325.68,1,209,123,-392.81,3,21,11,23,0.0689,6,21,2,6,0.0004,2,389,0.094
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,931.9,-6.81%,388,187,-53.89,2,120,45,-14.21,7,13,5,15,0.0801,3,21,18,28,0.0195,3,212,0.0323
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,931.27,-6.87%,735,463,429.72,10,218,79,-498.45,10,15,16,13,0.0388,2,27,29,52,0.0215,7,449,0.0423
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,931.11,-6.89%,285,134,58.95,0,57,18,-127.84,0,12,29,19,0.0836,6,23,46,59,0.0362,4,184,0.0754
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,931.06,-6.89%,412,270,515.48,37,132,54,-584.42,44,20,4,14,0.0517,3,22,30,17,0.0213,6,166,0.0258
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,931.08,-6.89%,357,245,409.59,1,127,74,-478.51,3,9,28,5,0.0322,3,17,5,3,0.0452,2,451,0.0901
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,930.81,-6.92%,170,81,214.32,1,160,55,-283.5,1,22,4,38,0.0345,2,10,6,15,0.0333,3,77,0.0776
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,930.64,-6.94%,598,376,483.31,2,117,40,-552.67,2,16,9,15,0.0366,6,26,32,58,0.0492,7,494,0.0754
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,928.98,-7.10%,292,121,205.87,10,73,32,-276.88,31,15,22,28,0.0112,3,29,44,8,0.048,3,289,0.0243
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,928.93,-7.11%,292,141,299.14,44,86,22,-370.21,40,19,9,34,0.0858,6,18,41,42,0.0027,4,208,0.0141
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,927.15,-7.29%,166,87,574.01,2,53,9,-646.86,1,15,12,36,0.0303,5,24,40,80,0.0122,2,248,0.063
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,926.53,-7.35%,396,189,615.2,0,57,12,-688.67,0,17,19,24,0.0006,5,27,32,68,0.0398,3,432,0.0884
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,926.25,-7.37%,283,131,264.54,17,52,13,-338.29,14,29,31,36,0.022,3,28,6,59,0.0428,2,480,0.0239
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,926.19,-7.38%,28,14,-73.81,1,0,0,0,0,19,38,9,0.0626,5,17,14,80,0.0097,0,14,0.0898
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,926.05,-7.40%,244,105,279.84,3,75,15,-353.79,7,17,36,34,0.0669,7,10,42,60,0.0354,4,454,0.0357
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,925.4,-7.46%,89,44,241,1,76,27,-315.6,8,20,23,42,0.0523,5,21,13,75,0.0128,1,94,0.0481
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,925.42,-7.46%,255,120,172.02,28,106,43,-246.6,18,20,21,47,0.0239,6,19,31,15,0.0056,2,180,0.0322
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,925.35,-7.47%,309,183,286.19,4,130,67,-360.84,10,26,8,25,0.086,2,14,27,11,0.0335,3,323,0.0517
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,924.56,-7.54%,346,168,-75.44,4,0,0,0,0,12,25,13,0.0659,5,17,42,62,0.0225,0,38,0.0925
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,922.98,-7.70%,121,61,283.1,0,221,123,-360.12,1,16,21,37,0.0024,6,25,16,8,0.0417,3,30,0.0973
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,922.87,-7.71%,938,649,529.54,24,167,65,-606.68,35,9,5,49,0.0972,7,22,12,23,0.0051,5,231,0.0339
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,922.59,-7.74%,258,123,177.69,0,67,19,-255.1,2,14,12,22,0.0909,3,11,42,31,0.003,3,199,0.0622
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,922.64,-7.74%,168,72,-77.36,0,0,0,0,0,24,25,44,0.0491,4,8,50,29,0.0051,0,137,0.0969
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,922.32,-7.77%,220,111,393.06,8,56,16,-470.74,23,18,2,49,0.0855,6,24,10,52,0.0184,5,379,0.0429
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,922.21,-7.78%,1849,791,306.34,2,66,15,-384.13,4,2,4,5,0.0606,6,27,33,46,0.0461,5,442,0.0637
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,921.65,-7.84%,145,62,52.94,20,47,15,-131.29,20,25,19,44,0.0599,2,30,46,70,0.0042,5,159,0.0213
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,920.87,-7.91%,190,81,17.02,0,496,240,-96.15,11,18,18,39,0.0953,4,16,30,15,0.0489,4,171,0.0471
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,920.14,-7.99%,126,72,18.74,1,81,20,-98.6,6,18,28,19,0.0307,3,14,23,52,0.0265,2,45,0.0323
31/07/2021 13:51,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,919.89,-8.01%,394,265,255.33,40,60,12,-335.44,26,15,6,7,0.0971,3,18,36,56,0.0485,4,225,0.0213
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,919.06,-8.09%,184,77,84.65,0,334,179,-165.59,26,8,38,25,0.0517,2,12,32,5,0.0394,4,221,0.0384
31/07/2021 13:52,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,918.99,-8.10%,459,228,604.73,0,88,22,-685.74,3,16,22,20,0.0328,7,18,6,66,0.0269,6,405,0.0953
31/07/2021 13:54,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,919.04,-8.10%,150,78,574.16,6,254,77,-655.11,22,17,27,27,0.0887,3,24,32,72,0.0329,7,19,0.0256
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,918.89,-8.11%,283,183,451.05,37,77,17,-532.16,19,21,26,5,0.0376,1,13,10,55,0.035,4,257,0.0251
31/07/2021 13:53,29/09/2003 09:00,04/07/2021 21:00,1000,4348.4,334.84%,1000,918.81,-8.12%,148,58,-83.36,0,78,27,2.17,1,7,39,34,0.0571,3,9,23,47,0.0164,5,81,0.0658
