time,mid_c,SMA_14,SMA_21,SMA_40,Slope_540
2017-12-12 10:00:00,2664.4,2656.0,2649.6666666666665,2645.155,0.39308912048547645
2017-12-12 14:00:00,2668.6,2657.657142857143,2651.2666666666664,2645.37,0.3945298128213366
2017-12-12 18:00:00,2665.8,2658.8857142857146,2652.7904761904765,2645.535,0.3957249319937463
2017-12-12 22:00:00,2662.8,2659.8,2654.4571428571426,2645.6850000000004,0.39688020954194736
2017-12-13 02:00:00,2661.6,2660.4857142857145,2655.485714285714,2645.775,0.3979999969516737
2017-12-13 06:00:00,2663.8,2661.2714285714283,2656.628571428572,2645.98,0.3991294932805363
2017-12-13 10:00:00,2667.0,2662.1714285714284,2657.914285714286,2646.73,0.4003632042633892
2017-12-13 14:00:00,2667.8,2663.2571428571428,2659.114285714286,2647.4,0.4017383728263053
2017-12-13 18:00:00,2666.6,2664.2285714285713,2660.12380952381,2647.9900000000002,0.40303297412618777
2017-12-13 22:00:00,2667.8,2664.8857142857146,2661.038095238095,2648.6449999999995,0.40423439571313896
2017-12-14 02:00:00,2666.6,2665.1,2661.8285714285716,2649.29,0.40535059371869514
2017-12-14 06:00:00,2670.0,2665.5714285714284,2662.6857142857143,2650.045,0.4064718443250262
2017-12-14 10:00:00,2668.8,2666.0,2663.447619047619,2651.07,0.4072434900134929
2017-12-14 14:00:00,2661.4,2665.9285714285716,2663.7809523809524,2651.8399999999997,0.4075824943767907
2017-12-14 18:00:00,2649.4,2664.8571428571427,2663.628571428572,2652.475,0.4076578337602898
2017-12-14 22:00:00,2652.6,2663.714285714286,2663.609523809524,2653.205,0.40778672461534893
2017-12-15 02:00:00,2656.2,2663.0285714285715,2663.495238095238,2653.925,0.40794417066664235
2017-12-15 06:00:00,2656.6,2662.585714285714,2663.1619047619047,2654.605,0.4082331062711311
2017-12-15 10:00:00,2660.8,2662.5285714285715,2663.0380952380956,2655.34,0.40862899240242784
