date,price,ma_small_long,ma_medium_long,ma_large_long,ma_small_short,ma_medium_short,ma_large_short,ma_slope,state_signal,order_signal,current_cash,cfd_units,portfolio_value,last_trade_investment,m_trade_profit ,stop_loss
13/10/2003 01:00,1042.5,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
13/10/2003 05:00,1045.7,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
13/10/2003 09:00,1045.5,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
13/10/2003 13:00,1046,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
13/10/2003 17:00,1045.7,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
13/10/2003 21:00,1047.5,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
14/10/2003 01:00,1048.2,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
14/10/2003 05:00,1046,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
14/10/2003 09:00,1046.5,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
14/10/2003 13:00,1043.2,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
14/10/2003 17:00,1049.7,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
14/10/2003 21:00,1050.5,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
15/10/2003 01:00,1050,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
15/10/2003 05:00,1050.5,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
15/10/2003 09:00,1055.2,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
15/10/2003 13:00,1049.9,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
15/10/2003 17:00,1044.7,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
15/10/2003 21:00,1044.2,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
16/10/2003 01:00,1045.4,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
16/10/2003 05:00,1047.2,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
16/10/2003 09:00,1043.9,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
16/10/2003 13:00,1052.7,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
16/10/2003 17:00,1049.2,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
16/10/2003 21:00,1049.2,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
17/10/2003 01:00,1049.7,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
17/10/2003 05:00,1048.2,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
17/10/2003 09:00,1050.2,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
17/10/2003 13:00,1042.9,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
17/10/2003 17:00,1039.1,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
19/10/2003 21:00,1038.6,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
20/10/2003 01:00,1040.1,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
20/10/2003 05:00,1040.8,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
20/10/2003 09:00,1041.1,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
20/10/2003 13:00,1040.8,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
20/10/2003 17:00,1049.6,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
20/10/2003 21:00,1048.8,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
21/10/2003 01:00,1048.3,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
21/10/2003 05:00,1048.3,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
21/10/2003 09:00,1045.3,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
21/10/2003 13:00,1047.8,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
21/10/2003 17:00,1045.3,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
21/10/2003 21:00,1042.8,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
22/10/2003 01:00,1042.5,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
22/10/2003 05:00,1042.5,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
22/10/2003 09:00,1038.5,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
22/10/2003 13:00,1032,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
22/10/2003 17:00,1031,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
22/10/2003 21:00,1028,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
23/10/2003 01:00,1025.5,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
23/10/2003 05:00,1024.5,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
23/10/2003 09:00,1024.7,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
23/10/2003 13:00,1031,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
23/10/2003 17:00,1026.7,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
23/10/2003 21:00,1024,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
24/10/2003 01:00,1023,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
24/10/2003 05:00,1027,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
24/10/2003 09:00,1025,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
24/10/2003 13:00,1019,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
24/10/2003 17:00,1031,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
26/10/2003 22:00,1030.2,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
27/10/2003 02:00,1029.9,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
27/10/2003 06:00,1030.9,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
27/10/2003 10:00,1034.4,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
27/10/2003 14:00,1032.2,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
27/10/2003 18:00,1031.9,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0
